id,time,x,y
12,714.649,66.50250695,62.00088808
12,715.649,66.53713085,62.00088854
12,716.649,66.62032599,62.42530842
12,717.649,66.64823181,62.42530879
12,718.649,66.599655,62.42530815
12,719.649,66.55831304,62.42530761
12,720.649,66.57897845,62.84972667
12,721.65,66.55830747,62.8497264
12,722.65,66.64822624,62.84972758
12,723.65,66.66889722,62.84972785
12,724.65,66.74537426,63.27414765
12,725.65,66.77999815,63.2741481
12,726.65,66.77328008,63.27414801
12,727.651,66.75932159,63.69856663
12,728.651,66.74536868,63.69856644
12,729.651,66.74536868,63.69856644
12,730.651,66.77999257,63.6985669
12,731.651,66.84924034,63.69856781
12,732.651,66.90505198,63.69856854
12,733.651,67.01615848,63.69857001
12,734.652,67.12674821,63.69857147
12,735.652,67.28642588,64.12299238
12,736.652,67.32104976,64.12299284
12,737.652,67.40425044,64.12299394
12,738.652,67.49468031,64.54741394
12,739.652,67.72361134,64.54741699
12,740.652,67.90396559,64.5474194
12,741.653,68.00060239,64.54742069
12,742.653,68.13961469,64.54742256
12,743.653,68.23676255,64.97184266
12,744.653,68.31272838,64.97184368
12,745.653,68.36130516,64.97184433
12,746.653,68.40988194,64.97184499
12,747.654,68.45174066,64.97184555
12,748.654,68.47241163,64.97184583
12,749.654,68.53494132,64.97184668
12,750.654,68.72924271,65.3962681
12,751.654,68.9442208,65.39627102
12,752.654,69.1871047,65.39627432
12,753.654,69.37417698,65.39627687
12,754.655,69.48528344,65.3962784
12,755.655,69.582437,65.39627973
12,756.655,69.75555638,65.3962821
12,757.655,69.84599187,65.39628335
12,758.655,69.89456865,65.39628402
12,759.655,70.03307001,64.97186713
12,760.656,70.11627067,64.97186828
12,761.656,70.2620069,64.5474515
12,762.656,70.40773726,64.54745352
12,763.656,70.55346763,64.54745554
12,764.656,70.72658703,64.54745795
12,765.656,70.85165235,64.12304091
12,766.656,70.9937653,64.12304289
12,767.657,71.13587826,64.12304488
12,768.657,71.22631973,63.69862736
12,769.657,71.26094362,63.69862784
12,770.657,71.38548626,63.69862959
12,771.657,71.51726373,63.69863145
12,772.657,71.63172927,63.69863306
12,773.658,71.7461948,63.69863468
12,774.658,71.7947716,63.69863537
12,775.658,71.82267742,63.69863576
12,776.658,71.81544258,63.69863566
12,777.658,71.87797228,63.69863655
12,778.658,71.96117296,63.69863772
12,779.658,72.03765558,63.69863881
12,780.659,72.04437365,63.69863891
12,781.659,72.01699063,63.27421972
12,782.659,71.97513189,63.27421913
12,783.659,71.93378993,63.27421854
12,784.659,72.02370869,63.27421982
12,785.659,72.1348152,63.2742214
12,786.659,72.11414423,63.2742211
12,787.66,72.17615112,63.69864078
12,788.66,72.15548015,63.69864048
12,789.66,72.19733888,63.69864108
12,790.66,72.20405694,63.69864117
12,791.66,72.16943306,63.69864068
12,792.66,72.19733888,63.69864108
12,793.661,72.23195672,64.12306036
12,794.661,72.20405091,64.12305997
12,795.661,72.17614509,64.12305957
12,796.661,72.11413216,64.12305869
12,797.661,72.06555537,64.123058
12,798.661,71.99579083,64.12305701
12,799.661,71.99579083,64.12305701
12,800.662,71.8572953,64.12305505
12,801.662,71.75342364,64.12305358
12,802.662,71.6836591,64.12305259
12,803.662,71.58650552,64.12305122
12,804.662,71.46868694,63.69863076
12,805.662,71.43406305,63.69863028
12,806.663,71.33019139,63.69862882
12,807.663,71.28161459,63.69862813
12,808.663,71.19117907,63.69862686
12,809.663,71.12529033,63.69862594
12,810.663,71.05940159,63.69862502
12,811.663,71.01082479,63.69862434
12,812.663,70.97620091,63.69862385
12,813.664,70.88628216,63.6986226
12,814.664,70.85837634,63.69862221
12,815.664,70.8444175,64.1230408
12,816.664,70.87232332,64.12304119
12,817.664,70.90022914,64.12304158
12,818.664,70.92090011,64.12304187
12,819.665,70.93485302,64.12304207
12,820.665,70.93485302,64.12304207
12,821.665,70.96275884,64.12304246
12,822.665,70.96275884,64.12304246
12,823.665,70.93485302,64.12304207
12,824.665,70.8929943,64.12304148
12,825.665,70.80307555,64.12304023
12,826.666,70.69196906,64.12303868
12,827.666,70.64003619,63.91082856
12,828.666,70.58810331,63.69861844
12,829.666,70.51885554,63.69861748
12,830.666,70.44909099,63.69861651
12,831.666,70.37984322,63.69861555
12,832.667,70.33126642,63.69861487
12,833.667,70.30336061,63.69861449
12,834.667,70.22739476,63.69861343
12,835.667,70.19276501,64.12303175
12,836.667,70.15814112,64.12303127
12,837.667,70.06770561,64.12303002
12,838.667,70.03308172,64.12302954
12,839.667,69.97055202,64.12302868
12,840.668,69.90802232,64.12302782
12,841.668,69.89458034,64.54744643
12,842.668,69.8873455,64.54744633
12,843.668,69.80414483,64.54744518
12,844.668,69.78347386,64.5474449
12,845.669,69.75556805,64.54744451
12,846.669,69.60311962,64.54744242
12,847.669,69.56849574,64.54744195
12,848.669,69.51268411,64.54744118
12,849.669,69.49201313,64.5474409
12,850.669,69.45067119,64.54744033
12,851.67,69.38090665,64.54743938
12,852.67,69.29770598,64.54743824
12,853.67,69.25636403,64.54743768
12,854.67,69.22845822,64.5474373
12,855.67,69.15197562,64.54743625
12,856.67,69.0899627,64.54743541
12,857.67,69.02019816,64.54743446
12,858.671,68.97162137,64.5474338
12,859.671,68.93699749,64.54743333
12,860.671,68.87497881,64.97185128
12,861.671,68.82640203,64.97185062
12,862.671,68.78454331,64.97185005
12,863.671,68.78454331,64.97185005
12,864.672,68.77782524,64.97184996
12,865.672,68.70806071,64.97184902
12,866.672,68.57628327,64.97184724
12,867.672,68.51427035,64.9718464
12,868.672,68.50031745,64.97184621
12,869.672,68.47964648,64.97184593
12,870.673,68.41711678,64.97184509
12,871.673,68.41711678,64.97184509
12,872.673,68.40988194,64.97184499
12,873.673,68.36854,64.97184443
12,874.673,68.36854,64.97184443
12,875.673,68.34063419,64.97184406
12,876.674,68.29206312,64.54742461
12,877.674,68.29206312,64.54742461
12,878.674,68.29206312,64.54742461
12,879.674,68.27811021,64.54742442
12,880.674,68.2641573,64.54742423
12,881.674,68.24348633,64.54742395
12,882.675,68.20214438,64.5474234
12,883.675,68.15692663,64.54742279
12,884.675,68.11170887,64.54742218
12,885.675,68.03574304,64.54742116
12,886.675,68.02179014,64.54742098
12,887.675,67.97993142,64.54742042
12,888.676,67.83420105,64.54741847
12,889.676,67.73033507,64.12299829
12,890.676,67.76496463,63.69857995
12,891.676,67.71638783,63.69857931
12,892.676,67.59184519,63.69857765
12,893.676,67.43216753,63.27415673
12,894.677,67.35568491,63.27415571
12,895.677,67.26577178,62.84973573
12,896.677,67.11280652,62.8497337
12,897.677,66.98103463,62.42531317
12,898.677,66.86321003,62.42531161
12,899.677,66.73143251,62.42530988
12,900.677,66.63428447,62.00088981
12,901.678,66.5929425,62.00088927
12,902.678,66.52369471,62.00088836
12,903.678,66.40535332,62.00088681
12,904.678,66.30871647,62.00088555
12,905.678,66.23223383,62.00088455
12,906.678,66.13508574,61.57646449
12,907.679,66.07255601,61.57646367
12,908.679,66.06583794,61.57646359
12,909.679,66.02397919,61.57646304
12,910.679,66.02397919,61.57646304
12,911.679,66.03793763,61.15204443
12,912.679,66.02398471,61.15204425
12,913.68,66.00331373,61.15204398
12,914.68,66.00331373,61.15204398
12,915.68,65.98936633,60.72762501
12,916.68,65.97541341,60.72762483
12,917.68,65.96146049,60.72762464
12,918.68,65.92011851,60.72762411
12,919.68,65.88549461,60.72762366
12,920.681,65.85758877,60.7276233
12,921.681,65.83691778,60.72762303
12,922.681,65.8162523,60.30320397
12,923.681,65.76767547,60.30320334
12,924.681,65.73976963,60.30320298
12,925.681,65.70514572,60.30320253
12,926.682,65.64261598,60.30320172
12,927.682,65.56613331,60.30320073
12,928.682,65.49017289,59.87878096
12,929.682,65.42092507,59.87878006
12,930.682,65.35839532,59.87877926
12,931.682,65.30982395,59.45435984
12,932.682,65.26124711,59.45435922
12,933.683,65.21267027,59.45435859
12,934.683,65.16409344,59.45435797
12,935.683,65.08761076,59.45435699
12,936.683,65.03903392,59.45435637
12,937.683,64.95583317,59.4543553
12,938.683,64.88658534,59.45435441
12,939.684,64.89330341,59.4543545
12,940.684,64.87263784,59.02993544
12,941.684,64.86591977,59.02993536
12,942.684,64.83801392,59.029935
12,943.684,64.81734293,59.02993474
12,944.684,64.78271901,59.02993429
12,945.684,64.78943708,59.02993438
12,946.685,64.73414758,58.60551488
12,947.685,64.71295981,58.60551461
12,948.685,64.70624173,58.60551453
12,949.685,64.67161781,58.60551409
12,950.685,64.64371197,58.60551373
12,951.685,64.60909345,58.1810945
12,952.685,64.59514052,58.18109432
12,953.686,64.57446953,58.18109406
12,954.686,64.5605166,58.18109388
12,955.686,64.5191746,58.18109336
12,956.686,64.49798683,58.18109309
12,957.686,64.45665022,57.75667377
12,958.686,64.42874437,57.75667342
12,959.687,64.40135529,57.75667307
12,960.687,64.37344944,57.75667272
12,961.687,64.33159066,57.75667219
12,962.687,64.30420158,57.75667184
12,963.687,64.29697211,57.33225296
12,964.687,64.27630111,57.3322527
12,965.687,64.26234818,57.33225252
12,966.688,64.24839526,57.33225234
12,967.688,64.22100618,57.332252
12,968.688,64.20705325,57.33225182
12,969.688,64.20705325,57.33225182
12,970.688,64.1998184,57.33225173
12,971.688,64.19310032,57.33225164
12,972.688,64.18586547,57.33225155
12,973.689,64.17242932,57.33225138
12,974.689,64.15124154,57.33225111
12,975.689,64.12385246,57.33225077
12,976.689,64.09594661,57.33225042
12,977.689,64.0752756,57.33225015
12,978.689,64.06804075,57.33225006
12,979.69,64.06132268,57.33224998
12,980.69,64.06132268,57.33224998
12,981.69,64.06804075,57.33225006
12,982.69,64.05408783,57.33224989
12,983.69,64.04065167,57.33224972
12,984.69,64.04736975,57.3322498
12,985.69,64.06132268,57.33224998
12,986.691,64.0752756,57.33225015
12,987.691,64.08922853,57.33225033
12,988.691,64.11661761,57.33225068
12,989.691,64.13728861,57.33225094
12,990.691,64.14452346,57.33225103
12,991.691,64.15124154,57.33225111
12,992.692,64.15847639,57.33225121
12,993.692,64.17242932,57.33225138
12,994.692,64.1791474,57.33225147
12,995.692,64.19310032,57.33225164
12,996.692,64.20705325,57.33225182
12,997.692,64.22772425,57.33225208
12,998.692,64.24167718,57.33225226
12,999.693,64.2556301,57.33225243
12,1000.693,64.26958303,57.33225261
12,1001.693,64.28301918,57.33225278
12,1002.693,64.30421234,56.90783426
12,1003.693,64.31764849,56.90783443
12,1004.693,64.32487796,57.33225331
12,1005.693,64.33883089,57.33225349
12,1006.694,64.34554897,57.33225357
12,1007.694,64.35278382,57.33225367
12,1008.694,64.36621997,57.33225384
12,1009.694,64.36621997,57.33225384
12,1010.694,64.3595019,57.33225375
12,1011.694,64.33883089,57.33225349
12,1012.694,64.33159604,57.3322534
12,1013.695,64.31764311,57.33225322
12,1014.695,64.31764311,57.33225322
12,1015.695,64.31092504,57.33225313
12,1016.695,64.31092504,57.33225313
12,1017.695,64.31092504,57.33225313
12,1018.695,64.30420696,57.33225305
12,1019.696,64.30420696,57.33225305
12,1020.696,64.33159604,57.3322534
12,1021.696,64.33159604,57.3322534
12,1022.696,64.32487796,57.33225331
12,1023.696,64.35278382,57.33225367
12,1024.696,64.35278382,57.33225367
12,1025.696,64.35278382,57.33225367
12,1026.697,64.3595019,57.33225375
12,1027.697,64.35278382,57.33225367
12,1028.697,64.3595019,57.33225375
12,1029.697,64.37345482,57.33225393
12,1030.697,64.38740775,57.3322541
12,1031.697,64.40136068,57.33225428
12,1032.697,64.42203168,57.33225454
12,1033.698,64.43598461,57.33225472
12,1034.698,64.44942076,57.33225489
12,1035.698,64.47060854,57.33225516
